timestamp,move_name,intensity,duration_s,spread_before,spread_after,depth_before,depth_after
1760487814278,Recover,1.0,2.0,0.46500726961583794,0.3174816680201361,67,40
1760487814278,Recover,1.0,2.0,0.34342452751178665,0.2095654079204418,69,41
1760487814278,Recover,1.0,2.0,0.14723626156173727,0.35803935899711237,66,69
1760487814278,Recover,1.0,2.0,0.24452378313512055,0.4041784001687727,58,42
1760487814278,Recover,1.0,2.0,0.4244527213958803,0.2160429116620519,65,28
1760487814278,Recover,1.0,2.0,0.2535226280107826,0.35958709866163396,57,77
1760487814278,Recover,1.0,2.0,0.4218086840358093,0.3608544644549724,49,68
1760487814278,Recover,1.0,2.0,0.11484403971367518,0.10919712874388253,63,40
1760487814278,Recover,1.0,2.0,0.1270627869100542,0.4589327007893428,57,68
1760487814278,Recover,1.0,2.0,0.23360724588505744,0.11845666624990843,50,46
1760487814278,Recover,1.0,2.0,0.283282292297946,0.14160628576577314,37,44
1760487814278,Recover,1.0,2.0,0.3240025520708961,0.4582462695058268,84,25
1760487814278,Recover,1.0,2.0,0.12502843583071002,0.3278285974604803,42,81
1760487814278,Recover,1.0,2.0,0.40631788287548565,0.2650467793922401,75,37
1760487814278,Recover,1.0,2.0,0.24505999088279934,0.38595068064674065,62,63
1760487814278,Recover,1.0,2.0,0.18924305357457671,0.33159296466086585,54,35
1760487814279,Recover,1.0,2.0,0.12097060491950065,0.15628440849216216,51,55
1760487814279,Recover,1.0,2.0,0.15355714714392496,0.19564990929433457,42,52
1760487814279,Recover,1.0,2.0,0.40032363612721766,0.2188658070364865,66,80
1760487814279,Recover,1.0,2.0,0.37819686683577736,0.2941478704539085,79,79
1760487814279,Recover,1.0,2.0,0.2956356210160913,0.4455902678102889,49,77
1760487814279,Recover,1.0,2.0,0.13690995913392784,0.47031966492686594,93,61
1760487814279,Recover,1.0,2.0,0.34558326876324574,0.32951677252514777,65,32
1760487814279,Recover,1.0,2.0,0.48240084092032454,0.4342919847989374,43,45
1760487814279,Recover,1.0,2.0,0.39307740798458146,0.2677491313209077,62,70
1760487814279,Recover,1.0,2.0,0.30329057620668537,0.17284177265416834,46,88
1760487814279,Recover,1.0,2.0,0.21189784868706527,0.34975144943286535,48,53
1760487814279,Recover,1.0,2.0,0.30448883538710314,0.3723089067840827,55,27
1760487814279,Recover,1.0,2.0,0.25151921370804875,0.14155445574805836,85,90
1760487814279,Recover,1.0,2.0,0.10274485585431532,0.11931923528135382,56,36
1760487814279,Recover,1.0,2.0,0.35843296699290905,0.4091981913374366,72,36
1760487814279,Recover,1.0,2.0,0.4030757747828678,0.1912177263651083,71,62
1760487814279,Recover,1.0,2.0,0.1796435163271089,0.12252722329503718,86,56
1760487814279,Recover,1.0,2.0,0.12869140511547414,0.2692618019775333,67,56
1760487814279,Recover,1.0,2.0,0.46722047451694804,0.25115692389246325,76,57
1760487814279,Recover,1.0,2.0,0.14605814440251674,0.2793343313788018,91,55
1761080446557,Flood,0.8,2.0,0.5,,115,
1761080446557,Flood,0.8,2.0,0.5,0.5,115,115
1761080446614,Flood,0.8,2.0,0.5,0.5,115,115
1761080446670,Flood,0.8,2.0,0.5,0.5,115,115
1761080446723,Flood,0.8,2.0,0.5,0.5,115,115
1761080446776,Flood,0.8,2.0,0.5,0.5,115,115
1761080446833,Flood,0.8,2.0,0.5,0.5,115,115
1761080446889,Flood,0.8,2.0,0.5,0.5,115,115
1761080446946,Flood,0.8,2.0,0.5,0.5,115,115
1761080447003,Flood,0.8,2.0,0.5,0.5,115,115
1761080447061,Flood,0.8,2.0,0.5,0.5,115,115
1761080447118,Flood,0.8,2.0,0.5,0.5,115,115
1761080447182,Flood,0.8,2.0,0.5,0.5,115,115
1761080447238,Flood,0.8,2.0,0.5,0.5,115,115
1761080447293,Flood,0.8,2.0,0.5,0.5,115,115
1761080447351,Flood,0.8,2.0,0.5,0.5,115,115
1761080447410,Flood,0.8,2.0,0.5,0.5,115,115
1761080447469,Flood,0.8,2.0,0.5,0.5,115,115
1761080447527,Flood,0.8,2.0,0.5,0.5,115,115
1761080447584,Flood,0.8,2.0,0.5,0.5,115,115
1761080447642,Flood,0.8,2.0,0.5,0.5,115,115
1761080447694,Flood,0.8,2.0,0.5,0.5,115,115
1761080447752,Flood,0.8,2.0,0.5,0.5,115,115
1761080447814,Flood,0.8,2.0,0.5,0.5,115,115
1761080447869,Flood,0.8,2.0,0.5,0.5,115,115
1761080447928,Flood,0.8,2.0,0.5,0.5,115,115
1761080447988,Flood,0.8,2.0,0.5,0.5,115,115
1761080448043,Flood,0.8,2.0,0.5,0.5,115,115
1761080448102,Flood,0.8,2.0,0.5,0.5,115,115
1761080448162,Flood,0.8,2.0,0.5,0.5,115,115
1761080448219,Flood,0.8,2.0,0.5,0.5,115,115
1761080448283,Flood,0.8,2.0,0.5,0.5,115,115
1761080448363,Flood,0.8,2.0,0.5,0.5,115,115
1761080448419,Flood,0.8,2.0,0.5,0.5,115,115
1761080448475,Flood,0.8,2.0,0.5,0.5,115,115
1761080448530,Flood,0.8,2.0,0.5,0.5,115,115
1761080448587,FlashCrash,1.0,1.5,0.5,,115,
1761080448587,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080448644,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080448698,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080448751,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080448806,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080448861,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080448915,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080448973,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080449030,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080449083,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080449137,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080449194,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080449250,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080449302,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080449359,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080449414,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080449468,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080449525,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080449582,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080449639,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080449697,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080449752,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080449805,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080449858,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080449912,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080449968,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080450023,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080450079,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080450135,Earthquake,0.7,2.5,0.5,,115,
1761080450135,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080450189,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080450247,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080450304,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080450357,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080450413,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080450466,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080450522,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080450576,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080450632,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080450684,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080450736,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080450791,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080450847,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080450903,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080450956,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080451009,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080451064,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080451119,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080451173,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080451225,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080451279,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080451334,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080451389,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080451445,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080451500,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080451556,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080451611,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080451667,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080451722,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080451774,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080451830,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080451886,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080451937,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080451993,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080452047,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080452102,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080452159,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080452214,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080452270,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080452325,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080452383,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080452440,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080452497,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080452554,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080452610,Earthquake,0.7,2.5,0.5,0.5,115,115
1761080452668,Recover,1.0,2.0,0.5,,115,
1761080452668,Recover,1.0,2.0,0.5,0.5,115,115
1761080452720,Recover,1.0,2.0,0.5,0.5,115,115
1761080452776,Recover,1.0,2.0,0.5,0.5,115,115
1761080452832,Recover,1.0,2.0,0.5,0.5,115,115
1761080452889,Recover,1.0,2.0,0.5,0.5,115,115
1761080452945,Recover,1.0,2.0,0.5,0.5,115,115
1761080453001,Recover,1.0,2.0,0.5,0.5,115,115
1761080453056,Recover,1.0,2.0,0.5,0.5,115,115
1761080453108,Recover,1.0,2.0,0.5,0.5,115,115
1761080453164,Recover,1.0,2.0,0.5,0.5,115,115
1761080453216,Recover,1.0,2.0,0.5,0.5,115,115
1761080453270,Recover,1.0,2.0,0.5,0.5,115,115
1761080453325,Recover,1.0,2.0,0.5,0.5,115,115
1761080453380,Recover,1.0,2.0,0.5,0.5,115,115
1761080453436,Recover,1.0,2.0,0.5,0.5,115,115
1761080453492,Recover,1.0,2.0,0.5,0.5,115,115
1761080453549,Recover,1.0,2.0,0.5,0.5,115,115
1761080453604,Recover,1.0,2.0,0.5,0.5,115,115
1761080453655,Recover,1.0,2.0,0.5,0.5,115,115
1761080453709,Recover,1.0,2.0,0.5,0.5,115,115
1761080453760,Recover,1.0,2.0,0.5,0.5,115,115
1761080453814,Recover,1.0,2.0,0.5,0.5,115,115
1761080453869,Recover,1.0,2.0,0.5,0.5,115,115
1761080453921,Recover,1.0,2.0,0.5,0.5,115,115
1761080453974,Recover,1.0,2.0,0.5,0.5,115,115
1761080454025,Recover,1.0,2.0,0.5,0.5,115,115
1761080454077,Recover,1.0,2.0,0.5,0.5,115,115
1761080454132,Recover,1.0,2.0,0.5,0.5,115,115
1761080454188,Recover,1.0,2.0,0.5,0.5,115,115
1761080454244,Recover,1.0,2.0,0.5,0.5,115,115
1761080454302,Recover,1.0,2.0,0.5,0.5,115,115
1761080454358,Recover,1.0,2.0,0.5,0.5,115,115
1761080454414,Recover,1.0,2.0,0.5,0.5,115,115
1761080454470,Recover,1.0,2.0,0.5,0.5,115,115
1761080454522,Recover,1.0,2.0,0.5,0.5,115,115
1761080454578,Recover,1.0,2.0,0.5,0.5,115,115
1761080454632,Recover,1.0,2.0,0.5,0.5,115,115
1761080454685,Flood,0.8,2.0,0.5,,115,
1761080454685,Flood,0.8,2.0,0.5,0.5,115,115
1761080454743,Flood,0.8,2.0,0.5,0.5,115,115
1761080454802,Flood,0.8,2.0,0.5,0.5,115,115
1761080454861,Flood,0.8,2.0,0.5,0.5,115,115
1761080454919,Flood,0.8,2.0,0.5,0.5,115,115
1761080454979,Flood,0.8,2.0,0.5,0.5,115,115
1761080455038,Flood,0.8,2.0,0.5,0.5,115,115
1761080455091,Flood,0.8,2.0,0.5,0.5,115,115
1761080455150,Flood,0.8,2.0,0.5,0.5,115,115
1761080455208,Flood,0.8,2.0,0.5,0.5,115,115
1761080455265,Flood,0.8,2.0,0.5,0.5,115,115
1761080455323,Flood,0.8,2.0,0.5,0.5,115,115
1761080455385,Flood,0.8,2.0,0.5,0.5,115,115
1761080455443,Flood,0.8,2.0,0.5,0.5,115,115
1761080455500,Flood,0.8,2.0,0.5,0.5,115,115
1761080455556,Flood,0.8,2.0,0.5,0.5,115,115
1761080455614,Flood,0.8,2.0,0.5,0.5,115,115
1761080455670,Flood,0.8,2.0,0.5,0.5,115,115
1761080455730,Flood,0.8,2.0,0.5,0.5,115,115
1761080455787,Flood,0.8,2.0,0.5,0.5,115,115
1761080455847,Flood,0.8,2.0,0.5,0.5,115,115
1761080455904,Flood,0.8,2.0,0.5,0.5,115,115
1761080455964,Flood,0.8,2.0,0.5,0.5,115,115
1761080456019,Flood,0.8,2.0,0.5,0.5,115,115
1761080456076,Flood,0.8,2.0,0.5,0.5,115,115
1761080456135,Flood,0.8,2.0,0.5,0.5,115,115
1761080456186,Flood,0.8,2.0,0.5,0.5,115,115
1761080456243,Flood,0.8,2.0,0.5,0.5,115,115
1761080456299,Flood,0.8,2.0,0.5,0.5,115,115
1761080456356,Flood,0.8,2.0,0.5,0.5,115,115
1761080456413,Flood,0.8,2.0,0.5,0.5,115,115
1761080456468,Flood,0.8,2.0,0.5,0.5,115,115
1761080456527,Flood,0.8,2.0,0.5,0.5,115,115
1761080456586,Flood,0.8,2.0,0.5,0.5,115,115
1761080456641,Flood,0.8,2.0,0.5,0.5,115,115
1761080456698,FlashCrash,1.0,1.5,0.5,,115,
1761080456698,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080456754,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080456811,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080456869,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080456927,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080456984,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080457041,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080457094,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080457151,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080457203,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080457259,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080457314,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080457368,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080457425,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080457481,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080457538,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080457589,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080457645,FlashCrash,1.0,1.5,0.5,0.5,115,115
1761080457702,FlashCrash,1.0,1.5,0.5,0.5,115,115
